"","StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatName","LocatLatitude","LocatLongitude","MonthRange","YearEnd","stomachs_used","pred_life","pred_life_est","pred_age","pred_age_est","pred_flmean","pred_flmean_se","pred_flmean_est","pred_flmin","pred_flmax","pred_flest","est_note","est_ref","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","prey_age_reported_2","prey_age_use","Include","FO","pFOuse","N","pN","Total Mass (g)","pM","maxl_use","maxl_type","gape_lmax","gape_height_limit","b_shape_r","eye_body_r","standard_total","maxtl_use","measure","l_adult","l_juve","l_larva","larva_adult_use","juve_adult_use","prey_length","prey_frac","prey_proba","life_stage"
"11","Aloncle1973","Aloncle, H.","1973.0","N Atlantic","NE Atlantic","NE Atlantic, Spain, France, Azores",44.632016,-5.5,"May–Sep",1971,"1754.0","juvenile, adult","NH estimated based on geography","1–5 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",39,83,"measured",NA,"Aloncle & Delaporte (1974); Goni et al. (2011); Santiago & Arrizabalaga (2005) for growth curve","Malacostraca","Amphipoda","Hyperiidae","Hyperia galba","adult",NA,"3","Yes",0,0.1,0,0,0,0,0,"NO",7.75767,6.39634,4.69329916751324,0.0968753927922142,0.753191106079826,0,"l_max",1.2,NA,NA,13.2277038321486,35.9384836382273,7.75767,646.4725,"adult","adult"
"12","Aloncle1973","Aloncle, H.","1973.0","N Atlantic","NE Atlantic","NE Atlantic, Spain, France, Azores",44.632016,-5.5,"May–Sep",1971,"1754.0","juvenile, adult","NH estimated based on geography","1–5 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",39,83,"measured",NA,"Aloncle & Delaporte (1974); Goni et al. (2011); Santiago & Arrizabalaga (2005) for growth curve","Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","adult",NA,"3","Yes",0,0.1,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0,"l_max",3,NA,NA,13.2277038321486,35.9384836382273,7.75767,258.589,"adult","adult"
"13","Aloncle1973","Aloncle, H.","1973.0","N Atlantic","NE Atlantic","NE Atlantic, Spain, France, Azores",44.632016,-5.5,"May–Sep",1971,"1754.0","juvenile, adult","NH estimated based on geography","1–5 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",39,83,"measured",NA,"Aloncle & Delaporte (1974); Goni et al. (2011); Santiago & Arrizabalaga (2005) for growth curve","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","adult",NA,"3","Yes",0,0.1,0,0,0,0,0,"NO",7.75767,6.39634,4.25470332127997,0.117075714794915,0.778255217418605,0,"l_max",0.21,NA,NA,13.2277038321486,35.9384836382273,7.75767,3694.12857142857,"adult","adult"
"14","Aloncle1973","Aloncle, H.","1973.0","N Atlantic","NE Atlantic","NE Atlantic, Spain, France, Azores",44.632016,-5.5,"May–Sep",1971,"1754.0","juvenile, adult","NH estimated based on geography","1–5 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",39,83,"measured",NA,"Aloncle & Delaporte (1974); Goni et al. (2011); Santiago & Arrizabalaga (2005) for growth curve","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","none",NA,"0","Yes",0,16,0,0,0,0,0,"NO",7.75767,6.39634,5.03513221969598,0.0826074375229732,0.83924115783412,0,"l_max",8,2.9,2.32352760800302,29.0440951000377,36.25,7.75767,96.970875,"adult","adult"
"15","Bello1999","Bello, G.","1999.0","Mediterranean","Mediterranean","SW Adriatic",41.096462,17.512247,"Sep–Oct",1992,"35.0","juvenile","estimated based on paper reported age","1+ yo","paper estimated",47.23,NA,"estimated - Figure 7, Santiago & Arrizabalaga (2005)",45,60,"estimated (from growth curve for 1–2 yo for N Atlantic)","https://academic.oup.com/icesjms/article/62/4/740/675421","Santiago & Arrizabalaga (2005)","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","juvenile",NA,"2","Yes",9.03,25.8,12,9.4,0,0,0,"NO",5.645029,5.764858,6.73534466250394,0.045715426856833,0.474768542405368,0,"l_max",157.971713163682,48.8659166052989,6.31886852654727,3.99999999999999,30.9333333333333,5.645029,3.57344292022137,"larva","juvenile"
"16","Bello1999","Bello, G.","1999.0","Mediterranean","Mediterranean","SW Adriatic",41.096462,17.512247,"Sep–Oct",1992,"35.0","juvenile","estimated based on paper reported age","1+ yo","paper estimated",47.23,NA,"estimated - Figure 7, Santiago & Arrizabalaga (2005)",45,60,"estimated (from growth curve for 1–2 yo for N Atlantic)","https://academic.oup.com/icesjms/article/62/4/740/675421","Santiago & Arrizabalaga (2005)","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","juvenile",NA,"2","Yes",2.275,6.5,2,1.6,0,0,0,"NO",5.645029,5.764858,4.80014632437565,0.067840870541936,0.290534920223717,0,"l_max",113.583592549183,24.0934893286146,NA,6.8421052631579,21.2121212121212,5.645029,4.9699334853805,"larva","juvenile"
"17","Bello1999","Bello, G.","1999.0","Mediterranean","Mediterranean","SW Adriatic",41.2,17.512247,"Sep–Oct",1994,"21.0","juvenile","estimated based on paper reported age","2+ yo","paper estimated",65,NA,"estimated - Figure 7, Santiago & Arrizabalaga (2005)",60,100,"estimated (from growth curve for minimum value, max taken as conservative from typical catch for this location)","https://academic.oup.com/icesjms/article/62/4/740/675421","Santiago & Arrizabalaga (2005)","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","juvenile",NA,"2","Yes",15.477,73.7,34,39.5,0,0,0,"NO",7.1075,6.202,6.73534466250394,0.045715426856833,0.474768542405368,0,"l_max",157.971713163682,48.8659166052989,6.31886852654727,3.99999999999999,30.9333333333333,7.1075,4.49922322019486,"juvenile","juvenile"
"18","Bello1999","Bello, G.","1999.0","Mediterranean","Mediterranean","SW Adriatic",41.2,17.512247,"Sep–Oct",1994,"21.0","juvenile","estimated based on paper reported age","2+ yo","paper estimated",65,NA,"estimated - Figure 7, Santiago & Arrizabalaga (2005)",60,100,"estimated (from growth curve for minimum value, max taken as conservative from typical catch for this location)","https://academic.oup.com/icesjms/article/62/4/740/675421","Santiago & Arrizabalaga (2005)","Cephalopoda","Oegopsida","Histioteuthidae","Histioteuthis bonnellii","juvenile",NA,"2","Yes",13.272,63.2,33,38.4,0,0,0,"NO",7.1075,6.202,4.80014632437565,0.067840870541936,0.290534920223717,0,"l_max",113.583592549183,24.0934893286146,NA,6.8421052631579,21.2121212121212,7.1075,6.25750589542444,"larva","juvenile"
"19","Bernard1985","Bernard et al.","1985.0","N Pacific","NE Pacific","Southern CA",35.358333,-121.9083335,"Aug–Sep",1983,"94.0","juvenile","NH estimated based on N Pacific growth curve","2–3 yo","estimated (N Pacific growth curve); Xu et al. (2014)",69.3,NA,"estimated",61.13,77.47,"measured","https://www.researchgate.net/profile/Yi_Xu47/publication/276919645_A_comparison_study_of_North_Pacific_albacore_Thunnus_alalunga_age_and_growth_among_various_sources/links/555b856608ae6aea0816c65c.pdf","Xu et al. (2014)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","juvenile","young-of-year","2","Yes",0,69.7,2434.184,34.938768479977,44.1,0,47,"SL",7.46139,6.30778,5.94195536299165,0.0507285341763106,0.851299405873863,55.2097178451032,"l_max",29.1319362246502,11.2768785385743,4.69869939107262,16.1290322580645,38.7096774193549,5.52097178451032,18.9516129032258,"juvenile","juvenile"
"20","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Oct",1928,"1.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Stomiiformes","Sternoptychidae","Argyropelecus olfersii","none",NA,"0","Yes",1,100,0,0,0,0,0,"NO",7.75767,6.39634,1.97490772453378,0.0879693791807599,0.759731568098875,0,"l_max",11,NA,NA,24.7947748227462,42.8309830230011,7.75767,70.5242727272727,"adult","adult"
"21","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Amphipoda","Brachyscelidae","Brachyscelus crusculum","adult",NA,"3","Yes",2,33.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,4.25470332127997,0.117075714794915,0.778255217418605,0,"l_max",0.21,NA,NA,13.2277038321486,35.9384836382273,7.75767,3694.12857142857,"adult","adult"
"22","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Decapodiformes","Chtenopterygidae","Chtenopteryx sicula","none",NA,"0","Yes",2,33.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,4.00770390564239,0.0953678953034641,0.494758846292766,0,"l_max",20.2118670033495,12.1271202020097,NA,7.49504849754256,60,7.75767,38.3817585911999,"juvenile","juvenile"
"23","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","adult",NA,"3","Yes",2,33.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,8.8580992758633,0.0309819418689772,0.820557585951111,0,"l_max",1.4,NA,NA,13.2277038321486,10.7407407407407,7.75767,554.119285714286,"adult","adult"
"24","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Stomiiformes","Sternoptychidae","Maurolicus muelleri","none",NA,"0","Yes",3,50,0,0,0,0,0,"NO",7.75767,6.39634,5.03513221969598,0.0826074375229732,0.83924115783412,0,"l_max",8,2.9,2.32352760800302,29.0440951000377,36.25,7.75767,96.970875,"adult","adult"
"25","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","adult",NA,"3","Yes",2,33.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0,"l_max",2.6,NA,NA,13.2277038321486,48.8211077844311,7.75767,298.371923076923,"adult","adult"
"26","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","none",NA,"0","Yes",1,16.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,NA,NA,NA,0,"l_max",3,NA,NA,13.2277038321486,35.9384836382273,7.75767,258.589,"adult","adult"
"27","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","none",NA,"0","Yes",2,33.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,1.63579611964388,0.121914176842539,0.73707954798368,0,"l_max",7.46188117014716,3.52743473497866,1.53307740404842,20.5454545454546,47.2727272727273,7.75767,103.963998127392,"adult","adult"
"28","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Gastropoda","Littorinimorpha","Carinariidae","Carinaria lamarckii","none",NA,"0","Yes",2,33.3333333333333,0,0,0,0,0,"NO",7.75767,6.39634,4.27872275311848,0,1,0,"l_max",11.5,NA,NA,NA,NA,7.75767,67.458,NA,"adult"
"29","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Brachioteuthidae","Brachioteuthis riisei","none",NA,"0","Yes",1,16.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,6.88338765892976,0.0672648224495483,0.645379956290468,0,"l_max",26.3410721611391,10.226533897854,4.88084572397577,18.5294117647059,38.8235294117647,7.75767,29.4508513265639,"juvenile","juvenile"
"30","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","none",NA,"0","Yes",1,16.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,6.72879463123401,0.0483216472803161,0.849129133329125,0,"l_max",23.5535435247491,11.4234686095033,1.76651576435618,7.49999999999999,48.4999999999999,7.75767,32.9363180187667,"juvenile","juvenile"
"31","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Octopoda","Octopodidae","Octopus vulgaris","none",NA,"0","Yes",1,16.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,6.50520517909255,0.0263079301509066,0.214655308351039,0,"l_max",116.465789698133,32.6104211154772,3.49397369094399,3,28,7.75767,6.66090018374242,"juvenile","juvenile"
"32","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Actinopterygii","Aulopiformes","Paralepididae","Lestidiops sphyrenoides","none",NA,"0","Yes",1,16.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,10.7012438507586,0.0407191255136835,0.929965209781006,0,"l_max",29.0333441681739,18.6028464484966,5.41955757805913,18.6666666666667,64.074074074074,7.75767,26.7198637368956,"juvenile","juvenile"
"33","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis banksii","none",NA,"0","Yes",4,66.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,4.89567531831975,0.04321980221303,0.788906647624305,0,"l_max",46.9003526734385,NA,NA,2.2162814988902,47.6527614571092,7.75767,16.5407498191234,"juvenile","juvenile"
"34","Bouxin&Legendre","Legendre & Bouxin","1934; 1936; 1940","N Atlantic","NE Atlantic","Golfe de Gascogne",48,-11.680527,"Jul–Aug",1929,"6.0","adult","NH estimated based on location","1–8 yo","estimated (N Atlantic growth curve)",72.9,NA,"ICCAT data, 1970's ll estimate",40,110,"estimated (Goni et al. 2011 sample size range)",NA,"Used Goni et al. (2011) size values; growth estimates from Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421;","Cephalopoda","Oegopsida","Cranchiidae","Teuthowenia megalops","none",NA,"0","Yes",1,16.6666666666667,0,0,0,0,0,"NO",7.75767,6.39634,5.12634433631194,0.103749234778993,0.639194148890172,0,"l_max",62.5787956123373,28.4733520036135,13.2979940676217,21.25,45.5,7.75767,12.3966431825521,"larva","larva"
